ID,Pred
2019_1101_1113,0.17429185917809883 	 Abilene Chr-Arizona St
2019_1257_1285,0.8795480182617356 	 Louisville-Montana
2019_1257_1293,0.7447547532226513 	 Louisville-Murray St
2019_1257_1295,0.9495243040949772 	 Louisville-N Dakota St
2019_1257_1297,0.892525344940447 	 Louisville-N Kentucky
2019_1257_1300,0.9872627977829516 	 Louisville-NC Central
2019_1257_1305,0.5000732096290599 	 Louisville-Nevada
2019_1257_1308,0.764708070000459 	 Louisville-New Mexico St
2019_1257_1314,0.16142929523843783 	 Louisville-North Carolina
2019_1257_1318,0.80852738712915 	 Louisville-Northeastern
2019_1257_1326,0.7601607291277227 	 Louisville-Ohio St
2019_1257_1328,0.7679163047363358 	 Louisville-Oklahoma
2019_1257_1330,0.9039452316562 	 Louisville-Old Dominion
2019_1257_1332,0.6369559628289283 	 Louisville-Oregon
2019_1257_1341,0.9772777417036873 	 Louisville-Prairie View
2019_1257_1345,0.4864636210226307 	 Louisville-Purdue
2019_1257_1371,0.7970522525090264 	 Louisville-Seton Hall
2019_1257_1385,0.8465278817878427 	 Louisville-St John's
2019_1257_1387,0.8774323329517763 	 Louisville-St Louis
2019_1257_1388,0.47963080933359165 	 Louisville-St Mary's CA
2019_1257_1393,0.6426974051487582 	 Louisville-Syracuse
2019_1257_1396,0.8309489716405359 	 Louisville-Temple
2019_1257_1397,0.4258785355253212 	 Louisville-Tennessee
2019_1257_1403,0.4262435670357201 	 Louisville-Texas Tech
2019_1257_1414,0.8893115196127935 	 Louisville-UC Irvine
2019_1257_1416,0.6417785594282007 	 Louisville-UCF
2019_1257_1429,0.5326209397278129 	 Louisville-Utah St
2019_1257_1433,0.5651310436310774 	 Louisville-VA Commonwealth
2019_1257_1436,0.8145672658985491 	 Louisville-Vermont
2019_1257_1437,0.637292733380945 	 Louisville-Villanova
2019_1257_1438,0.2162803465690178 	 Louisville-Virginia
2019_1257_1439,0.4440229484548688 	 Louisville-Virginia Tech
2019_1257_1449,0.7146627735229488 	 Louisville-Washington
2019_1257_1458,0.5366001170984501 	 Louisville-Wisconsin
2019_1257_1459,0.6097361271759113 	 Louisville-Wofford
2019_1257_1463,0.8455366069033114 	 Louisville-Yale
2019_1261_1266,0.5173223439796097 	 LSU-Marquette
2019_1261_1268,0.5702637860232036 	 LSU-Maryland
2019_1261_1276,0.30511901581170775 	 LSU-Michigan
2019_1261_1277,0.23875647958375065 	 LSU-Michigan St
2019_1261_1278,0.8003081799667331 	 LSU-Minnesota
2019_1261_1279,0.7410687511779213 	 LSU-Mississippi
2019_1261_1280,0.4678815990164276 	 LSU-Mississippi St
2019_1261_1285,0.8529436974770768 	 LSU-Montana
2019_1261_1293,0.6985812875156662 	 LSU-Murray St
2019_1261_1295,0.9372734465375702 	 LSU-N Dakota St
2019_1261_1297,0.8683583361860794 	 LSU-N Kentucky
2019_1261_1300,0.9840172007667627 	 LSU-NC Central
2019_1261_1305,0.4427555690560139 	 LSU-Nevada
2019_1261_1308,0.7207909150495234 	 LSU-New Mexico St
2019_1261_1314,0.13262904885537652 	 LSU-North Carolina
2019_1261_1318,0.7703327081896616 	 LSU-Northeastern
2019_1261_1326,0.7157103514458703 	 LSU-Ohio St
2019_1261_1328,0.7243821390476354 	 LSU-Oklahoma
2019_1261_1330,0.8820066449022449 	 LSU-Old Dominion
2019_1261_1332,0.5822209760295609 	 LSU-Oregon
2019_1261_1341,0.9715611196457385 	 LSU-Prairie View
2019_1261_1345,0.429366149272673 	 LSU-Purdue
2019_1261_1371,0.7572557699579476 	 LSU-Seton Hall
2019_1261_1385,0.8141712639974956 	 LSU-St John's
2019_1261_1387,0.8504401784342662 	 LSU-St Louis
2019_1261_1388,0.42267523449758737 	 LSU-St Mary's CA
2019_1261_1393,0.5882684968758699 	 LSU-Syracuse
2019_1261_1396,0.7960989747847408 	 LSU-Temple
2019_1261_1397,0.37075813833094895 	 LSU-Tennessee
2019_1261_1403,0.3711064635024378 	 LSU-Texas Tech
2019_1261_1414,0.8645315297946037 	 LSU-UC Irvine
2019_1261_1416,0.5872995610884729 	 LSU-UCF
2019_1261_1429,0.4751181713715365 	 LSU-Utah St
2019_1261_1433,0.5079328197635495 	 LSU-VA Commonwealth
2019_1261_1436,0.7772454757861967 	 LSU-Vermont
2019_1261_1437,0.5825752461234739 	 LSU-Villanova
2019_1261_1438,0.17979236466996865 	 LSU-Virginia
2019_1261_1439,0.38814182022226285 	 LSU-Virginia Tech
2019_1261_1449,0.6654907247158688 	 LSU-Washington
2019_1261_1458,0.47910812971922867 	 LSU-Wisconsin
2019_1261_1459,0.5537722961168895 	 LSU-Wofford
2019_1261_1463,0.8130171604234279 	 LSU-Yale
2019_1266_1268,0.547829888210256 	 Marquette-Maryland
2019_1266_1276,0.28616979809467924 	 Marquette-Michigan
2019_1266_1277,0.22260835363274228 	 Marquette-Michigan St
2019_1266_1278,0.7853634516819898 	 Marquette-Minnesota
2019_1266_1279,0.7232238452007164 	 Marquette-Mississippi
2019_1266_1280,0.445301813979874 	 Marquette-Mississippi St
2019_1266_1285,0.8411563139934425 	 Marquette-Montana
2019_1266_1293,0.6790762926281179 	 Marquette-Murray St
2019_1266_1295,0.9317043262389141 	 Marquette-N Dakota St
2019_1266_1297,0.8576002425666666 	 Marquette-N Kentucky
2019_1266_1300,0.98252078714451 	 Marquette-NC Central
2019_1266_1305,0.42043029490386213 	 Marquette-Nevada
2019_1266_1308,0.702110267322906 	 Marquette-New Mexico St
2019_1266_1314,0.1225036753334414 	 Marquette-North Carolina
2019_1266_1318,0.7538346694944782 	 Marquette-Northeastern
2019_1266_1326,0.6968327563967065 	 Marquette-Ohio St
2019_1266_1328,0.7058437083735106 	 Marquette-Oklahoma
2019_1266_1330,0.8721997712477559 	 Marquette-Old Dominion
2019_1266_1332,0.5599295881062825 	 Marquette-Oregon
2019_1266_1341,0.968935303373433 	 Marquette-Prairie View
2019_1266_1345,0.40722263714154233 	 Marquette-Purdue
2019_1266_1371,0.7401352455533297 	 Marquette-Seton Hall
2019_1266_1385,0.8000047658716419 	 Marquette-St John's
2019_1266_1387,0.8384901221575973 	 Marquette-St Louis
2019_1266_1388,0.40063452254631704 	 Marquette-St Mary's CA
2019_1266_1393,0.5660592884265149 	 Marquette-Syracuse
2019_1266_1396,0.7809254647729067 	 Marquette-Temple
2019_1266_1397,0.34978443372512297 	 Marquette-Tennessee
2019_1266_1403,0.3501240183356254 	 Marquette-Texas Tech
2019_1266_1414,0.8535134564134925 	 Marquette-UC Irvine
2019_1266_1416,0.5650767285132919 	 Marquette-UCF
2019_1266_1429,0.45248612294107216 	 Marquette-Utah St
2019_1266_1433,0.4851825458489484 	 Marquette-VA Commonwealth
2019_1266_1436,0.7610900051753968 	 Marquette-Vermont
2019_1266_1437,0.5602884850011958 	 Marquette-Villanova
2019_1266_1438,0.16675862131409872 	 Marquette-Virginia
2019_1266_1439,0.36675790076068215 	 Marquette-Virginia Tech
2019_1266_1449,0.6449327807624414 	 Marquette-Washington
2019_1266_1458,0.45645130256547023 	 Marquette-Wisconsin
2019_1266_1459,0.53118524203609 	 Marquette-Wofford
2019_1266_1463,0.7987844242181963 	 Marquette-Yale
2019_1268_1276,0.24393153394993514 	 Maryland-Michigan
2019_1268_1277,0.18729019126573382 	 Maryland-Michigan St
2019_1268_1278,0.7464969961730117 		 Maryland-Minnesota
2019_1268_1279,0.6777225456075195 	 Maryland-Mississippi
2019_1268_1280,0.3924902729926817 	 Maryland-Mississippi St
2019_1268_1285,0.8099480011741212 	 Maryland-Montana
2019_1268_1293,0.6300299956609628 	 Maryland-Murray St
2019_1268_1295,0.9165205912008224 	 Maryland-N Dakota St
2019_1268_1297,0.8289657792119005 	 Maryland-N Kentucky
2019_1268_1300,0.9783724953045915 	 Maryland-NC Central
2019_1268_1305,0.36860831515634407 	 Maryland-Nevada
2019_1268_1308,0.6547947168052602 	 Maryland-New Mexico St
2019_1268_1314,0.10100419698909717 	 Maryland-North Carolina
2019_1268_1318,0.7113572758072569 	 Maryland-Northeastern
2019_1268_1326,0.6490978943729871 	 Maryland-Ohio St
2019_1268_1328,0.6588330114336249 	 Maryland-Oklahoma
2019_1268_1330,0.8459737906521302 	 Maryland-Old Dominion
2019_1268_1332,0.5059226575191268 	 Maryland-Oregon
2019_1268_1341,0.9616885288546723 	 Maryland-Prairie View
2019_1268_1345,0.35602856766200225 	 Maryland-Purdue
2019_1268_1371,0.6962464588116859 	 Maryland-Seton Hall
2019_1268_1385,0.762989456842762 	 Maryland-St John's
2019_1268_1387,0.8068782446247804 	 Maryland-St Louis
2019_1268_1388,0.3497799680097617 	 Maryland-St Mary's CA
2019_1268_1393,0.5121491946761789 	 Maryland-Syracuse
2019_1268_1396,0.7415198698999002 	 Maryland-Temple
2019_1268_1397,0.3021308439104118 	 Maryland-Tennessee
2019_1268_1403,0.3024456840740468 	 Maryland-Texas Tech
2019_1268_1414,0.824225636435667 	 Maryland-UC Irvine
2019_1268_1416,0.5111499850681638 	 Maryland-UCF
2019_1268_1429,0.39943609311068806 	 Maryland-Utah St
2019_1268_1433,0.43131898801988716 	 Maryland-VA Commonwealth
2019_1268_1436,0.7193985482424609 	 Maryland-Vermont
2019_1268_1437,0.5062867631081684 	 Maryland-Villanova
2019_1268_1438,0.1387201906592139 	 Maryland-Virginia
2019_1268_1439,0.317922550210138 	 Maryland-Virginia Tech
2019_1268_1449,0.593789748851096 	 Maryland-Washington
2019_1268_1458,0.4032788057641871 	 Maryland-Wisconsin
2019_1268_1459,0.47694599219481243 	 Maryland-Wofford
2019_1268_1463,0.7616105566844426 	 Maryland-Yale
2019_1276_1277,0.40922352771049464 	 Michigan-Michigan St
2019_1276_1278,0.8984896653593204 	 Michigan-Minnesota
2019_1276_1279,0.863405033645998 	 Michigan-Mississippi
2019_1276_1280,0.6600870666452651 	 Michigan-Mississippi St
2019_1276_1285,0.9275876890444171 	 Michigan-Montana
2019_1276_1293,0.8365643579404534 	 Michigan-Murray St
2019_1276_1295,0.9705886818601068 	 Michigan-N Dakota St
2019_1276_1297,0.9357672687393942 	 Michigan-N Kentucky
2019_1276_1300,0.9926993413704385 	 Michigan-NC Central
2019_1276_1305,0.6369953861674136 	 Michigan-Nevada
2019_1276_1308,0.8507786460914815 	 Michigan-New Mexico St
2019_1276_1314,0.2524519548789601 	 Michigan-North Carolina
2019_1276_1318,0.8810618059440887 	 Michigan-Northeastern
2019_1276_1326,0.8475631492236502 	 Michigan-Ohio St
2019_1276_1328,0.853038836333589 	 Michigan-Oklahoma
2019_1276_1330,0.9428864392784402 	 Michigan-Old Dominion
2019_1276_1332,0.7547725704998227 	 Michigan-Oregon
2019_1276_1341,0.9869196811344593 	 Michigan-Prairie View
2019_1276_1345,0.6243129493686564 	 Michigan-Purdue
2019_1276_1371,0.8732522670243041 	 Michigan-Seton Hall
2019_1276_1385,0.9063344779203036 	 Michigan-St John's
2019_1276_1387,0.9262450422133132 	 Michigan-St Louis
2019_1276_1388,0.6178735260174135 	 Michigan-St Mary's CA
2019_1276_1393,0.7593547161739248 	 Michigan-Syracuse
2019_1276_1396,0.8960812554320423 	 Michigan-Temple
2019_1276_1397,0.5654638488347778 	 Michigan-Tennessee
2019_1276_1403,0.5658306080913406 	 Michigan-Texas Tech
2019_1276_1414,0.9337505304588469 	 Michigan-UC Irvine
2019_1276_1416,0.7586231987132789 	 Michigan-UCF
2019_1276_1429,0.6665724860016715 	 Michigan-Utah St
2019_1276_1433,0.6950989545801959 	 Michigan-VA Commonwealth
2019_1276_1436,0.8851386797028696 	 Michigan-Vermont
2019_1276_1437,0.7550420812153863 	 Michigan-Villanova
2019_1276_1438,0.3262001682982526 	 Michigan-Virginia
2019_1276_1439,0.5835110010912672 	 Michigan-Virginia Tech
2019_1276_1449,0.8146017431226712 	 Michigan-Washington
2019_1276_1458,0.6701175633806818 	 Michigan-Wisconsin
2019_1276_1459,0.732678943432726 	 Michigan-Wofford
2019_1276_1463,0.9056864557982657 	 Michigan-Yale
2019_1277_1278,0.9259864655579676 	 Michigan St-Minnesota
2019_1277_1279,0.8993407431487093 	 Michigan St-Mississippi
2019_1277_1280,0.7329691250783931 	 Michigan St-Mississippi St
2019_1277_1285,0.9476616451850185 	 Michigan St-Montana
2019_1277_1293,0.8785682503810013 	 Michigan St-Murray St
2019_1277_1295,0.9790117370605724 	 Michigan St-N Dakota St
2019_1277_1297,0.9536869166960277 	 Michigan St-N Kentucky
2019_1277_1300,0.9948239332938837 	 Michigan St-NC Central
2019_1277_1305,0.7126734445245102 	 Michigan St-Nevada
2019_1277_1308,0.8896114359578341 	 Michigan St-New Mexico St
2019_1277_1314,0.3231089903216864 	 Michigan St-North Carolina
2019_1277_1318,0.9128213598238628 	 Michigan St-Northeastern
2019_1277_1326,0.8871217054658893 	 Michigan St-Ohio St
2019_1277_1328,0.8913585519350946 	 Michigan St-Oklahoma
2019_1277_1330,0.9589071978208589 	 Michigan St-Old Dominion
2019_1277_1332,0.8131010748536864 	 Michigan St-Oregon
2019_1277_1341,0.990710494069756 	 Michigan St-Prairie View
2019_1277_1345,0.7013955765091556 	 Michigan St-Purdue
2019_1277_1371,0.906876759037152 	 Michigan St-Seton Hall
2019_1277_1385,0.9318674372739155 	 Michigan St-St John's
2019_1277_1387,0.9466698041349632 	 Michigan St-St Louis
2019_1277_1388,0.6956332516942677 	 Michigan St-St Mary's CA
2019_1277_1393,0.8168577912564295 	 Michigan St-Syracuse
2019_1277_1396,0.9241753827975635 	 Michigan St-Temple
2019_1277_1397,0.6478094602983255 	 Michigan St-Tennessee
2019_1277_1403,0.6481499640655856 	 Michigan St-Texas Tech
2019_1277_1414,0.952204070797818 	 Michigan St-UC Irvine
2019_1277_1416,0.8162587764820312 	 Michigan St-UCF
2019_1277_1429,0.7386146245591119 	 Michigan St-Utah St
2019_1277_1433,0.7631674260358918 	 Michigan St-VA Commonwealth
2019_1277_1436,0.9159134998682882 	 Michigan St-Vermont
2019_1277_1437,0.8133223360913383 	 Michigan St-Villanova
2019_1277_1438,0.40628010327474573 	 Michigan St-Virginia
2019_1277_1439,0.6644659758405616 	 Michigan St-Virginia Tech
2019_1277_1449,0.8613144050920175 	 Michigan St-Washington
2019_1277_1458,0.7416905607430581 	 Michigan St-Wisconsin
2019_1277_1459,0.7948340619065649 	 Michigan St-Wofford
2019_1277_1463,0.9313826903210274 	 Michigan St-Yale
2019_1278_1279,0.4110229965400516 	 Minnesota-Mississippi
2019_1278_1280,0.17654696998323588 	 Minnesota-Mississippi St
2019_1278_1285,0.5857950822250323 	 Minnesota-Montana
2019_1278_1293,0.3610712538571072 	 Minnesota-Murray St
2019_1278_1295,0.7846412584530468 	 Minnesota-N Dakota St
2019_1278_1297,0.6166261016845831 	 Minnesota-N Kentucky
2019_1278_1300,0.9375475191599267 	 Minnesota-NC Central
2019_1278_1305,0.16229437743846664 	 Minnesota-Nevada
2019_1278_1308,0.38630268691477987 	 Minnesota-New Mexico St
2019_1278_1314,0.03594427020314619 	 Minnesota-North Carolina
2019_1278_1318,0.44989919594452943 	 Minnesota-Northeastern
2019_1278_1326,0.3803679269238829 	 Minnesota-Ohio St
2019_1278_1328,0.39055852958498577 	 Minnesota-Oklahoma
2019_1278_1330,0.645725506079935 	 Minnesota-Old Dominion
2019_1278_1332,0.2536249953970758 	 Minnesota-Oregon
2019_1278_1341,0.8928202695302865 	 Minnesota-Prairie View
2019_1278_1345,0.15502685173287528 	 Minnesota-Purdue
2019_1278_1371,0.4320293873448592 	 Minnesota-Seton Hall
2019_1278_1385,0.5165131092525715 	 Minnesota-St John's
2019_1278_1387,0.5809778419684288 	 Minnesota-St Louis
2019_1278_1388,0.1514761968192038 	 Minnesota-St Mary's CA
2019_1278_1393,0.2583701968483285 	 Minnesota-Syracuse
2019_1278_1396,0.4877074810411442 	 Minnesota-Temple
2019_1278_1397,0.1256220890890373 	 Minnesota-Tennessee
2019_1278_1403,0.12578614834229115 	 Minnesota-Texas Tech
2019_1278_1414,0.6087783717909014 	 Minnesota-UC Irvine
2019_1278_1416,0.2576046670089483 	 Minnesota-UCF
2019_1278_1429,0.1808086518897182 	 Minnesota-Utah St
2019_1278_1433,0.20108371418436485 	 Minnesota-VA Commonwealth
2019_1278_1436,0.45969192546869453 	 Minnesota-Vermont
2019_1278_1437,0.2539008352741802 	 Minnesota-Villanova
2019_1278_1438,0.050737327572408945 	 Minnesota-Virginia
2019_1278_1439,0.13395899251952334 	 Minnesota-Virginia Tech
2019_1278_1449,0.32664280468968243 	 Minnesota-Washington
2019_1278_1458,0.18318965290514996 	 Minnesota-Wisconsin
2019_1278_1459,0.2323044244313484 	 Minnesota-Wofford
2019_1278_1463,0.5146124808334965 	 Minnesota-Yale
2019_1279_1280,0.23109094139203656 	 Mississippi-Mississippi St
2019_1279_1285,0.6647127541944323 	 Mississippi-Montana
2019_1279_1293,0.44202210489371463 	 Mississippi-Murray St
2019_1279_1295,0.8362627133473486 	 Mississippi-N Dakota St
2019_1279_1297,0.692750602087735 	 Mississippi-N Kentucky
2019_1279_1300,0.9546363625678979 	 Mississippi-NC Central
2019_1279_1305,0.21357710694257456 	 Mississippi-Nevada
2019_1279_1308,0.4687601361567125 	 Mississippi-New Mexico St
2019_1279_1314,0.049669382370039414 	 Mississippi-North Carolina
2019_1279_1318,0.5341169470731244 	 Mississippi-Northeastern
2019_1279_1326,0.46251330261147094 	 Mississippi-Ohio St
2019_1279_1328,0.47322391382937096 	 Mississippi-Oklahoma
2019_1279_1330,0.7187077508860066 	 Mississippi-Old Dominion
2019_1279_1332,0.3226514789594352 	 Mississippi-Oregon
2019_1279_1341,0.9211180891740964 	 Mississippi-Prairie View
2019_1279_1345,0.20457395245975654 	 Mississippi-Purdue
2019_1279_1371,0.5160400191129086 	 Mississippi-Seton Hall
2019_1279_1385,0.5996086226101244 	 Mississippi-St John's
2019_1279_1387,0.6602810643016191 	 Mississippi-St Louis
2019_1279_1388,0.20015730815029142 	 Mississippi-St Mary's CA
2019_1279_1393,0.32812038613921496 	 Mississippi-Syracuse
2019_1279_1396,0.5716480124408674 	 Mississippi-Temple
2019_1279_1397,0.1676357882174031 	 Mississippi-Tennessee
2019_1279_1403,0.16784418376182497 	 Mississippi-Texas Tech
2019_1279_1414,0.6856667994502916 	 Mississippi-UC Irvine
2019_1279_1416,0.3272393813897988 	 Mississippi-UCF
2019_1279_1429,0.23629145190818948 	 Mississippi-Utah St
2019_1279_1433,0.2608073258629028 	 Mississippi-VA Commonwealth
2019_1279_1436,0.5439302390461449 	 Mississippi-Vermont
2019_1279_1437,0.3229699061009916 	 Mississippi-Villanova
2019_1279_1438,0.06970267791500846 	 Mississippi-Virginia
2019_1279_1439,0.17819270350477515 	 Mississippi-Virginia Tech
2019_1279_1449,0.40476478175860714 	 Mississippi-Washington
2019_1279_1458,0.23918975303728748 	 Mississippi-Wisconsin
2019_1279_1459,0.29784385901968147 	 Mississippi-Wofford
2019_1279_1463,0.5977802761375192 	 Mississippi-Yale
2019_1280_1285,0.8659624788738832 	 Mississippi St-Montana
2019_1280_1293,0.7207922794340353 	 Mississippi St-Murray St
2019_1280_1295,0.943322665609782 	 Mississippi St-N Dakota St
2019_1280_1297,0.8802041358911455 	 Mississippi St-N Kentucky
2019_1280_1300,0.9856276734038676 	 Mississippi St-NC Central
2019_1280_1305,0.4695023241329799 	 Mississippi St-Nevada
2019_1280_1308,0.7419698150832024 	 Mississippi St-New Mexico St
2019_1280_1314,0.14553401930592494 	 Mississippi St-North Carolina
2019_1280_1318,0.7888545295152951 	 Mississippi St-Northeastern
2019_1280_1326,0.7371340849551662 	 Mississippi St-Ohio St
2019_1280_1328,0.7453848590242949 	 Mississippi St-Oklahoma
2019_1280_1330,0.8927759492349658 	 Mississippi St-Old Dominion
2019_1280_1332,0.6081973652443238 	 Mississippi St-Oregon
2019_1280_1341,0.9743940423926106 	 Mississippi St-Prairie View
2019_1280_1345,0.45596589650935 	 Mississippi St-Purdue
2019_1280_1371,0.776526256422505 	 Mississippi St-Seton Hall
2019_1280_1385,0.8299381607746997 	 Mississippi St-St John's
2019_1280_1387,0.8636451630909323 	 Mississippi St-St Louis
2019_1280_1388,0.4491867621955475 	 Mississippi St-St Mary's CA
2019_1280_1393,0.6141180834247326 	 Mississippi St-Syracuse
2019_1280_1396,0.8130471425678161 	 Mississippi St-Temple
2019_1280_1397,0.39624830293894553 	 Mississippi St-Tennessee
2019_1280_1403,0.3966054818517837 	 Mississippi St-Texas Tech
2019_1280_1414,0.8766727787864413 	 Mississippi St-UC Irvine
2019_1280_1416,0.6131699782159572 	 Mississippi St-UCF
2019_1280_1429,0.5020585387005206 	 Mississippi St-Utah St
2019_1280_1433,0.5348378935048682 	 Mississippi St-VA Commonwealth
2019_1280_1436,0.7953579072032582 	 Mississippi St-Vermont
2019_1280_1437,0.6085444179778722 	 Mississippi St-Villanova
2019_1280_1438,0.1962480831440326 	 Mississippi St-Virginia
2019_1280_1439,0.41404072814316584 	 Mississippi St-Virginia Tech
2019_1280_1449,0.6890547518387187 	 Mississippi St-Washington
2019_1280_1458,0.5060566113040192 	 Mississippi St-Wisconsin
2019_1280_1459,0.5802422698721191 	 Mississippi St-Wofford
2019_1280_1463,0.8288613956390631 	 Mississippi St-Yale
2019_1285_1293,0.28045690783989824 	 Montana-Murray St
2019_1285_1295,0.7153359760073383 	 Montana-N Dakota St
2019_1285_1297,0.5259200906815632 	 Montana-N Kentucky
2019_1285_1300,0.9119261043172638 	 Montana-NC Central
2019_1285_1305,0.1178724419605891 	 Montana-Nevada
2019_1285_1308,0.3027241060145349 	 Montana-New Mexico St
2019_1285_1314,0.025070871083015738 	 Montana-North Carolina
2019_1285_1318,0.3606470891019952 	 Montana-Northeastern
2019_1285_1326,0.2974510163386469 	 Montana-Ohio St
2019_1285_1328,0.3065190674109395 	 Montana-Oklahoma
2019_1285_1330,0.5569576333230407 	 Montana-Old Dominion
2019_1285_1332,0.18987077102276664 	 Montana-Oregon
2019_1285_1341,0.8517508105506573 	 Montana-Prairie View
2019_1285_1345,0.1123273941822058 	 Montana-Purdue
2019_1285_1371,0.3441047962591973 	 Montana-Seton Hall
2019_1285_1385,0.42423739487861234 	 Montana-St John's
2019_1285_1387,0.48882938636566636 	 Montana-St Louis
2019_1285_1388,0.10962782306769676 	 Montana-St Mary's CA
2019_1285_1393,0.19373277350938342 	 Montana-Syracuse
2019_1285_1396,0.39635914129887945 	 Montana-Temple
2019_1285_1397,0.0901575075220136 	 Montana-Tennessee
2019_1285_1403,0.0902800330716046 	 Montana-Texas Tech
2019_1285_1414,0.5176679781159044 	 Montana-UC Irvine
2019_1285_1416,0.19310889144543628 	 Montana-UCF
2019_1285_1429,0.13211836666896137 	 Montana-Utah St
2019_1285_1433,0.14791940354298713 	 Montana-VA Commonwealth
2019_1285_1436,0.36980308914014376 	 Montana-Vermont
2019_1285_1437,0.19009493234262811 	 Montana-Villanova
2019_1285_1438,0.0355539589509754 	 Montana-Virginia
2019_1285_1439,0.09640029113977834 	 Montana-Virginia Tech
2019_1285_1449,0.25069906420551213 	 Montana-Washington
2019_1285_1458,0.13396303701487192 	 Montana-Wisconsin
2019_1285_1459,0.1726697284679833 	 Montana-Wofford
2019_1285_1463,0.422379681648799 	 Montana-Yale
2019_1293_1295,0.8629914580080609 	 Murray St-N Dakota St
2019_1293_1297,0.7354966758299927 	 Murray St-N Kentucky
2019_1293_1300,0.9628988922697777 	 Murray St-NC Central
2019_1293_1305,0.25090060416220833 	 Murray St-Nevada
2019_1293_1308,0.521127287126487 	 Murray St-New Mexico St
2019_1293_1314,0.06055488176295011 	 Murray St-North Carolina
2019_1293_1318,0.585735123260755 	 Murray St-Northeastern
2019_1293_1326,0.5148589348788576 	 Murray St-Ohio St
2019_1293_1328,0.5255963622730266 	 Murray St-Oklahoma
2019_1293_1330,0.7590983493866392 	 Murray St-Old Dominion
2019_1293_1332,0.37006656108915736 	 Murray St-Oregon
2019_1293_1341,0.9350704021174494 	 Murray St-Prairie View
2019_1293_1345,0.24080587338707843 	 Murray St-Purdue
2019_1293_1371,0.5680412734064779 	 Murray St-Seton Hall
2019_1293_1385,0.6487425617433139 	 Murray St-St John's
2019_1293_1387,0.7056248858876814 	 Murray St-St Louis
2019_1293_1388,0.2358389267486183 	 Murray St-St Mary's CA
2019_1293_1393,0.375893147926982 	 Murray St-Syracuse
2019_1293_1396,0.6220503654621847 	 Murray St-Temple
2019_1293_1397,0.1989620114021712 	 Murray St-Tennessee
2019_1293_1403,0.19920003019400737 	 Murray St-Texas Tech
2019_1293_1414,0.7290128904144519 	 Murray St-UC Irvine
2019_1293_1416,0.37495545670237107 	 Murray St-UCF
2019_1293_1429,0.2761903206000273 	 Murray St-Utah St
2019_1293_1433,0.3032023280016919 	 Murray St-VA Commonwealth
2019_1293_1436,0.5952849975611204 	 Murray St-Vermont
2019_1293_1437,0.37040619319380647 	 Murray St-Villanova
2019_1293_1438,0.0845878655303083 	 Murray St-Virginia
2019_1293_1439,0.2109916359453473 	 Murray St-Virginia Tech
2019_1293_1449,0.4561210169394972 	 Murray St-Washington
2019_1293_1458,0.2793989715377672 	 Murray St-Wisconsin
2019_1293_1459,0.3434619134996314 	 Murray St-Wofford
2019_1293_1463,0.6470064951869876 	 Murray St-Yale
2019_1295_1297,0.3011818384714435 	 N Dakota St-N Kentucky
2019_1295_1300,0.8009006586208881 	 N Dakota St-NC Central
2019_1295_1305,0.04935116373311887 	 N Dakota St-Nevada
2019_1295_1308,0.14432671117741747 	 N Dakota St-New Mexico St
2019_1295_1314,0.009891802116271393 	 N Dakota St-North Carolina
2019_1295_1318,0.17975526577598241 	 N Dakota St-Northeastern
2019_1295_1326,0.14125377813983372 	 N Dakota St-Ohio St
2019_1295_1328,0.1465533456480969 	 N Dakota St-Oklahoma
2019_1295_1330,0.32813639584511894 	 N Dakota St-Old Dominion
2019_1295_1332,0.08345528702171183 	 N Dakota St-Oregon
2019_1295_1341,0.6906050918801659 	 N Dakota St-Prairie View
2019_1295_1345,0.04685832000893768 	 N Dakota St-Purdue
2019_1295_1371,0.16931292424074398 	 N Dakota St-Seton Hall
2019_1295_1385,0.22255268836359013 	 N Dakota St-St John's
2019_1295_1387,0.2708844947804047 	 N Dakota St-St Louis
2019_1295_1388,0.04565125314025241 	 N Dakota St-St Mary's CA
2019_1295_1393,0.08538090241415656 	 N Dakota St-Syracuse
2019_1295_1396,0.20324931189748627 	 N Dakota St-Temple
2019_1295_1397,0.037070345072784346 	 N Dakota St-Tennessee
2019_1295_1403,0.03712366802375593 	 N Dakota St-Texas Tech
2019_1295_1414,0.2942672178395557 	 N Dakota St-UC Irvine
2019_1295_1416,0.08506913300871988 	 N Dakota St-UCF
2019_1295_1429,0.0558399116458425 	 N Dakota St-Utah St
2019_1295_1433,0.06318237000875944 	 N Dakota St-VA Commonwealth
2019_1295_1436,0.1856523664876262 	 N Dakota St-Vermont
2019_1295_1437,0.08356677373862202 	 N Dakota St-Villanova
2019_1295_1438,0.014119864664282694 	 N Dakota St-Virginia
2019_1295_1439,0.03979800069244362 	 N Dakota St-Virginia Tech
2019_1295_1449,0.1150324032660274 	 N Dakota St-Washington
2019_1295_1458,0.05668912869358466 	 N Dakota St-Wisconsin
2019_1295_1459,0.07500225979186251 	 N Dakota St-Wofford
2019_1295_1463,0.2212387819708993 	 N Dakota St-Yale
2019_1297_1300,0.9012007006795386 	 N Kentucky-NC Central
2019_1297_1305,0.10531847787817679 	 N Kentucky-Nevada
2019_1297_1308,0.27665708697934877 	 N Kentucky-New Mexico St
2019_1297_1314,0.022152498834037724 	 N Kentucky-North Carolina
2019_1297_1318,0.3319670010681117 	 N Kentucky-Northeastern
